inchi	names	iupac_name	smiles	cid	record_ids	logBB	logBB_group	BBB+/BBB-	BBB+/BBB-_group	split
InChI=1S/C13H14Cl2O3/c1-12(2,11(16)17)18-9-5-3-8(4-6-9)10-7-13(10,14)15/h3-6,10H,7H2,1-2H3,(H,16,17)	Ciprofibrate	2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropanoic acid	CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O	2763.0	R14_ghose_2012:453			BBB-	C	test
InChI=1S/C13H14N2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1,3,5,7H,2,4,6,8H2,(H2,14,15)	Tacrine|Tacrine, Cognex	1,2,3,4-tetrahydroacridin-9-amine	Nc1c2c(nc3ccccc13)CCCC2	1935.0	R5_guerra_2008:94|R12_garg_2006:156|R14_ghose_2012:236|R21_muehlbacher_2011:23|R23_gupta_2019:231|R25_brito_sanchez_2015:146|R26_chico_2009:398|R28_li_2005:292|R34_broccatelli_2012:89|R39_shayanfar_2011:87|R40_vilar_2010:263|R47_radchenko_2020:288|R51_doninger_2002:306|R53_friden_2009:36			BBB+	C	training
InChI=1S/C13H14N2O/c14-13-8-4-1-2-5-9(8)15-10-6-3-7-11(16)12(10)13/h1-2,4-5,11,16H,3,6-7H2,(H2,14,15)	Velnacrine	9-amino-1,2,3,4-tetrahydroacridin-1-ol	Nc1c2c(nc3ccccc13)CCCC2O	3655.0	R6_adenot_2004:1276			BBB+	C	training
InChI=1S/C13H14N2O/c16-13-6-7-14-12-8-11(9-15(12)13)10-4-2-1-3-5-10/h1-5,11H,6-9H2	Rofelodine	7-phenyl-3,6,7,8-tetrahydro-2H-pyrrolo[1,2-a]pyrimidin-4-one	O=C1CCN=C2CC(c3ccccc3)CN12	71152.0	R6_adenot_2004:605			BBB+	C	training
InChI=1S/C13H14N2O2/c1-10(11-6-4-3-5-7-11)15-9-14-8-12(15)13(16)17-2/h3-10H,1-2H3	Metomidate	methyl 3-(1-phenylethyl)imidazole-4-carboxylate	COC(=O)c1cncn1C(C)c1ccccc1	21474.0	R6_adenot_2004:1334			BBB+	C	training
InChI=1S/C13H14N2O2/c1-8-5-4-6-9(2)12(8)13(16)14-11-7-10(3)17-15-11/h4-7H,1-3H3,(H,14,15,16)	Soretolide	2,6-dimethyl-N-(5-methyl-1,2-oxazol-3-yl)benzamide	Cc1cc(NC(=O)c2c(C)cccc2C)no1	198730.0	R6_adenot_2004:435			BBB+	C	training
InChI=1S/C13H14N2O2/c1-9(13(14)15-16)17-12-8-4-6-10-5-2-3-7-11(10)12/h2-9,16H,1H3,(H2,14,15)	Naprodoxime|N-Hydroxy-2-[(Naphthalen-1-Yl)Oxy]Propanimidamide	N'-hydroxy-2-naphthalen-1-yloxypropanimidamide	CC(Oc1cccc2ccccc12)C(N)=NO	164527.0	R6_adenot_2004:1493			BBB+	C	test
InChI=1S/C13H14N2O3/c1-3-13(9-7-5-4-6-8-9)10(16)14-12(18)15(2)11(13)17/h4-8H,3H2,1-2H3,(H,14,16,18)	Methylphenobarbital|Mephobarbital	5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione	CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	8271.0	R6_adenot_2004:1654|R14_ghose_2012:147|R23_gupta_2019:148			BBB+	C	training
InChI=1S/C13H14N2O4/c1-8(16)14-9-2-4-10(5-3-9)19-13(18)11-6-7-12(17)15-11/h2-5,11H,6-7H2,1H3,(H,14,16)(H,15,17)/t11-/m0/s1	Pidolacetamol	(4-acetamidophenyl) (2S)-5-oxopyrrolidine-2-carboxylate	CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1	65920.0	R6_adenot_2004:410			BBB+	C	training
InChI=1S/C13H14N8S/c1-17-12(18-7-14)19-9-4-2-3-8(5-9)10-6-22-13(20-10)21-11(15)16/h2-6H,1H3,(H2,17,18,19)(H4,15,16,20,21)	Skb23|Bbcpd58|72801-63-9|Chebi: 145922|B-054|19|13|Guanidinenmethylncyanon32Nguanidylthiazol4Ylphen	1-cyano-3-[3-[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]phenyl]-2-methylguanidine	C/N=C(\NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1	14022519.0	R3_abraham_2006:263|R3_abraham_2006:312|R4_mente_2005:127|R12_garg_2006:42|R21_muehlbacher_2011:355|R25_brito_sanchez_2015:13|R25_brito_sanchez_2015:413|R26_chico_2009:53|R28_li_2005:157|R40_vilar_2010:47|R41_toropov_2017:235|R41_toropov_2017:278|R41_toropov_2017:296|R46_mendoza_valencia_2017:13|R46_mendoza_valencia_2017:350|R47_radchenko_2020:218|R48_hou_2003:41|R49_norinder_2002:19	-1.53	B1	BBB-	A	training
InChI=1S/C13H15Cl2NO/c1-3-7-16(2)8-4-9-17-13-6-5-11(14)10-12(13)15/h1,5-6,10H,4,7-9H2,2H3	Clorgiline	3-(2,4-dichlorophenoxy)-N-methyl-N-prop-2-ynylpropan-1-amine	C#CCN(C)CCCOc1ccc(Cl)cc1Cl	4380.0	R6_adenot_2004:967			BBB+	C	training
InChI=1S/C13H15Cl2NO4/c1-7(18)8-2-4-9(5-3-8)11(19)10(6-17)16-13(20)12(14)15/h2-5,10-12,17,19H,6H2,1H3,(H,16,20)/t10-,11-/m1/s1	Cetofenicol|Cetophenicol	N-[(1R,2R)-1-(4-acetylphenyl)-1,3-dihydroxypropan-2-yl]-2,2-dichloroacetamide	CC(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1	10358610.0	R6_adenot_2004:653			BBB+	C	training
InChI=1S/C13H15N3/c1-2-4-12-11(3-1)5-6-13(15-12)16-9-7-14-8-10-16/h1-6,14H,7-10H2	Quipazine	2-piperazin-1-ylquinoline	c1ccc2nc(N3CCNCC3)ccc2c1	5011.0	R7_andres_2006:148|R29_subramanian_2003:145			BBB+	C	training
InChI=1S/C13H15N3O4S/c1-19-7-8-20-11-9-14-13(15-10-11)16-21(17,18)12-5-3-2-4-6-12/h2-6,9-10H,7-8H2,1H3,(H,14,15,16)	Glycodiazine|Glymidine	N-[5-(2-methoxyethoxy)pyrimidin-2-yl]benzenesulfonamide	COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1	9565.0	R23_gupta_2019:643			BBB-	C	test
InChI=1S/C13H15N3O4S/c1-8-9(2)15-20-13(8)16(10(3)17)21(18,19)12-6-4-11(14)5-7-12/h4-7H,14H2,1-3H3	Sulfisoxazole Acetyl	N-(4-aminophenyl)sulfonyl-N-(3,4-dimethyl-1,2-oxazol-5-yl)acetamide	CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1	6662.0	R14_ghose_2012:867			BBB-	C	training
InChI=1S/C13H15N5O2/c1-5-9-7(2)18-6-10(11-14-8(3)20-17-11)15-13(18)16-12(9)19-4/h6H,5H2,1-4H3	Fasiplon	3-(6-ethyl-7-methoxy-5-methylimidazo[1,2-a]pyrimidin-2-yl)-5-methyl-1,2,4-oxadiazole	CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C	208954.0	R6_adenot_2004:1466			BBB+	C	training
InChI=1S/C13H15NO2/c1-13(2)14-12(15)11(16-13)9-8-10-6-4-3-5-7-10/h3-9,11H,1-2H3,(H,14,15)	Methastyridone	2,2-dimethyl-5-(2-phenylethenyl)-1,3-oxazolidin-4-one	CC1(C)NC(=O)C(C=Cc2ccccc2)O1	68936.0	R6_adenot_2004:1299			BBB+	C	training
InChI=1S/C13H15NO2/c1-2-13(10-6-4-3-5-7-10)9-8-11(15)14-12(13)16/h3-7H,2,8-9H2,1H3,(H,14,15,16)	Glutethimide	3-ethyl-3-phenylpiperidine-2,6-dione	CCC1(c2ccccc2)CCC(=O)NC1=O	3487.0	R6_adenot_2004:1364|R51_doninger_2002:221			BBB+	C	training
InChI=1S/C13H15NO2/c1-3-10-11(15)14-12(16)13(10,2)9-7-5-4-6-8-9/h4-8,10H,3H2,1-2H3,(H,14,15,16)	Fenimide	4-ethyl-3-methyl-3-phenylpyrrolidine-2,5-dione	CCC1C(=O)NC(=O)C1(C)c1ccccc1	6068.0	R6_adenot_2004:1530			BBB+	C	training
InChI=1S/C13H16Cl12O8/c14-10(15,16)5(26)30-1-9(2-31-6(27)11(17,18)19,3-32-7(28)12(20,21)22)4-33-8(29)13(23,24)25/h5-8,26-29H,1-4H2	Petrichloral	2,2,2-trichloro-1-[3-(2,2,2-trichloro-1-hydroxyethoxy)-2,2-bis[(2,2,2-trichloro-1-hydroxyethoxy)methyl]propoxy]ethanol	OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	6519.0	R6_adenot_2004:1337			BBB+	C	training
InChI=1S/C13H16ClNO/c1-15-13(9-5-4-8-12(13)16)10-6-2-3-7-11(10)14/h2-3,6-7,15H,4-5,8-9H2,1H3	Ketamine	2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one	CNC1(c2ccccc2Cl)CCCCC1=O	3821.0	R7_andres_2006:88|R26_chico_2009:231|R29_subramanian_2003:82|R51_doninger_2002:234			BBB+	C	training
InChI=1S/C13H16N2/c1-9-5-4-6-12(10(9)2)11(3)13-7-14-8-15-13/h4-8,11H,1-3H3,(H,14,15)/t11-/m0/s1	Dexmedetomidine	5-[(1S)-1-(2,3-dimethylphenyl)ethyl]-1H-imidazole	Cc1cccc([C@H](C)c2cnc[nH]2)c1C	5311068.0	R14_ghose_2012:66|R23_gupta_2019:279			BBB+	C	training
InChI=1S/C13H16N2O2S/c1-2-8-13(9-6-4-3-5-7-9)10(16)14-12(18)15-11(13)17/h2,4,6,9H,1,3,5,7-8H2,(H2,14,15,16,17,18)	Thialbarbital	5-cyclohex-2-en-1-yl-5-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione	C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O	3032306.0	R6_adenot_2004:1669			BBB+	C	training
InChI=1S/C13H16N2O3/c1-2-8-14-12(16)15-9-11(18-13(15)17)10-6-4-3-5-7-10/h3-7,11H,2,8-9H2,1H3,(H,14,16)	Profexalone	2-oxo-5-phenyl-N-propyl-1,3-oxazolidine-3-carboxamide	CCCNC(=O)N1CC(c2ccccc2)OC1=O	65786.0	R6_adenot_2004:1375			BBB+	C	test
InChI=1S/C13H16N2O4S/c1-9(2)14-20(18,19)8-7-15-12(16)10-5-3-4-6-11(10)13(15)17/h3-6,9,14H,7-8H2,1-2H3	Taltrimide	2-(1,3-dioxoisoindol-2-yl)-N-propan-2-ylethanesulfonamide	CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O	71248.0	R6_adenot_2004:472|R7_andres_2006:162|R29_subramanian_2003:159			BBB+	C	training
InChI=1S/C13H16N4O3S/c1-8(11-3-4-20-13(19)21-11)17(7-18)6-10-5-15-9(2)16-12(10)14/h5,7H,3-4,6H2,1-2H3,(H2,14,15,16)/b11-8-	Cycotiamine	N-[(4-amino-2-methylpyrimidin-5-yl)methyl]-N-[(1Z)-1-(2-oxo-1,3-oxathian-4-ylidene)ethyl]formamide	C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N	10357917.0	R6_adenot_2004:390			BBB+	C	training
InChI=1S/C13H17ClN2O2/c14-12-3-1-11(2-4-12)13(17)15-5-6-16-7-9-18-10-8-16/h1-4H,5-10H2,(H,15,17)	Moclobemide	4-chloro-N-(2-morpholin-4-ylethyl)benzamide	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	4235.0	R6_adenot_2004:975|R14_ghose_2012:155|R23_gupta_2019:154|R28_li_2005:275|R37_chen_2011:55			BBB+	C	training
InChI=1S/C13H17N/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13/h1,5-9,12H,10-11H2,2-3H3/t12-/m1/s1	Selegiline	(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine	C#CCN(C)[C@H](C)Cc1ccccc1	26757.0	R6_adenot_2004:982|R14_ghose_2012:228|R26_chico_2009:373|R34_broccatelli_2012:84|R37_chen_2011:89	0.57	A	BBB+	A	training
InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3	Aminopyrine Ok|Aminopyrine|Aminophenazone|Amidazophen	4-(dimethylamino)-1,5-dimethyl-2-phenylpyrazol-3-one	Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	6009.0	R3_abraham_2006:124|R5_guerra_2008:15|R12_garg_2006:19|R21_muehlbacher_2011:148|R23_gupta_2019:345|R25_brito_sanchez_2015:121|R26_chico_2009:28|R28_li_2005:65|R39_shayanfar_2011:13|R40_vilar_2010:34|R41_toropov_2017:118|R44_bujak_2015:9|R44_bujak_2015:85|R46_mendoza_valencia_2017:119|R47_radchenko_2020:105	0.0	B	BBB+	A	test
InChI=1S/C13H17N3O4S/c1-10-12(14(2)9-21(18,19)20)13(17)16(15(10)3)11-7-5-4-6-8-11/h4-8H,9H2,1-3H3,(H,18,19,20)	Dipyrone|Metamizole	[(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-methylamino]methanesulfonic acid	Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C	3111.0	R14_ghose_2012:505			BBB-	C	test
InChI=1S/C13H17N5O8S2/c1-5-7(10(20)18(5)28(23,24)25)16-9(19)8(6-4-27-12(14)15-6)17-26-13(2,3)11(21)22/h4-5,7H,1-3H3,(H2,14,15)(H,16,19)(H,21,22)(H,23,24,25)/b17-8-/t5-,7-/m0/s1	Aztreonam|Aztreonam E-Isomer	2-[(E)-[1-(2-amino-1,3-thiazol-4-yl)-2-[[(2S,3S)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]amino]-2-oxoethylidene]amino]oxy-2-methylpropanoic acid	C[C@H]1[C@H](NC(=O)/C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O	5459211.0	R6_adenot_2004:142|R23_gupta_2019:375			BBB-	C	training
InChI=1S/C13H17N7S/c1-16-12(17-2)18-9-5-3-4-8(6-9)10-7-21-13(19-10)20-11(14)15/h3-7H,1-2H3,(H2,16,17,18)(H4,14,15,19,20)	19		C/N=C(\NC)Nc1cccc(-c2csc(N=C(N)N)n2)c1		R52_liu_2001:19	-1.54	A	BBB-	A	training
InChI=1S/C13H17NO/c1-4-8-13(15)14(5-2)12-10-7-6-9-11(12)3/h4,6-10H,5H2,1-3H3/b8-4+	Crotamiton|2-Butenamide, N-Ethyl-N-(2-Methylphenyl)-	(E)-N-ethyl-N-(2-methylphenyl)but-2-enamide	C/C=C/C(=O)N(CC)c1ccccc1C	688020.0	R23_gupta_2019:483			BBB-	C	training
InChI=1S/C13H17NO2/c1-2-16-13(15)14(12-8-9-12)10-11-6-4-3-5-7-11/h3-7,12H,2,8-10H2,1H3	Encyprate	ethyl N-benzyl-N-cyclopropylcarbamate	CCOC(=O)N(Cc1ccccc1)C1CC1	17298.0	R6_adenot_2004:537			BBB+	C	training
InChI=1S/C13H18Br2N2O/c14-9-5-8(13(16)12(15)6-9)7-17-10-1-3-11(18)4-2-10/h5-6,10-11,17-18H,1-4,7,16H2	Ambroxol	4-[(2-amino-3,5-dibromophenyl)methylamino]cyclohexan-1-ol	Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1	2132.0	R14_ghose_2012:342			BBB-	C	training
InChI=1S/C13H18Cl2N2O2/c14-5-7-17(8-6-15)11-3-1-10(2-4-11)9-12(16)13(18)19/h1-4,12H,5-9,16H2,(H,18,19)	Sarcolysin	2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid	NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O	4053.0	R46_mendoza_valencia_2017:423	-0.5	A	BBB+	A	training
InChI=1S/C13H18Cl2N2O2/c14-5-7-17(8-6-15)11-3-1-10(2-4-11)9-12(16)13(18)19/h1-4,12H,5-9,16H2,(H,18,19)/t12-/m0/s1	Melphalan	(2S)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid	N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O	460612.0	R14_ghose_2012:672|R25_brito_sanchez_2015:505|R51_doninger_2002:83	-0.5	A	BBB+	A	training
InChI=1S/C13H18ClN3O/c1-15(2)6-7-16-8-9-17(13(16)18)12-5-3-4-11(14)10-12/h3-5,10H,6-9H2,1-2H3	Imidoline	1-(3-chlorophenyl)-3-[2-(dimethylamino)ethyl]imidazolidin-2-one	CN(C)CCN1CCN(c2cccc(Cl)c2)C1=O	23728.0	R6_adenot_2004:1478			BBB+	C	training
InChI=1S/C13H18ClNO/c1-15(2)11-6-4-5-9-12(16-3)8-7-10(14)13(9)11/h7-8,11H,4-6H2,1-3H3	Lometraline	8-chloro-5-methoxy-N,N-dimethyl-1,2,3,4-tetrahydronaphthalen-1-amine	COc1ccc(Cl)c2c1CCCC2N(C)C	34789.0	R6_adenot_2004:378			BBB+	C	test
InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3	34911-55-2|Bupropion|Buproprion, Wellbutrin	2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	444.0	R4_mente_2005:178|R6_adenot_2004:499|R14_ghose_2012:27|R21_muehlbacher_2011:10|R25_brito_sanchez_2015:171|R26_chico_2009:88|R28_li_2005:240|R34_broccatelli_2012:10|R40_vilar_2010:64|R46_mendoza_valencia_2017:162|R47_radchenko_2020:331|R51_doninger_2002:167|R53_friden_2009:5	1.34	B1	BBB+	A	training
InChI=1S/C13H18ClNO2/c1-9(15)12(16)17-13(2,3)8-10-4-6-11(14)7-5-10/h4-7,9H,8,15H2,1-3H3	Alaproclate	[1-(4-chlorophenyl)-2-methylpropan-2-yl] 2-aminopropanoate	CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1	2081.0	R6_adenot_2004:417			BBB+	C	test
InChI=1S/C13H18N2/c1-9-3-4-12-10(7-9)11-8-15(2)6-5-13(11)14-12/h3-4,7,11,13-14H,5-6,8H2,1-2H3	Dicarbine	2,8-dimethyl-1,3,4,4a,5,9b-hexahydropyrido[4,3-b]indole	Cc1ccc2c(c1)C1CN(C)CCC1N2	65684.0	R6_adenot_2004:1146			BBB+	C	training
InChI=1S/C13H18N2O/c1-10(2)11-5-3-4-6-12(11)16-9-13-14-7-8-15-13/h3-6,10H,7-9H2,1-2H3,(H,14,15)	Fenoxazoline	2-[(2-propan-2-ylphenoxy)methyl]-4,5-dihydro-1H-imidazole	CC(C)c1ccccc1OCC1=NCCN1	71899.0	R6_adenot_2004:90			BBB-	C	training
InChI=1S/C13H18N2O3/c1-2-13(9-7-5-3-4-6-8-9)10(16)14-12(18)15-11(13)17/h7H,2-6,8H2,1H3,(H2,14,15,16,17,18)	Heptabarb|Heptabarbital	5-(cyclohepten-1-yl)-5-ethyl-1,3-diazinane-2,4,6-trione	CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O	10518.0	R6_adenot_2004:1652			BBB+	C	training
InChI=1S/C13H18N2O4S2/c1-4-5-20-6-7(16)14-8-10(17)15-9(12(18)19)13(2,3)21-11(8)15/h4,8-9,11H,1,5-6H2,2-3H3,(H,14,16)(H,18,19)/t8-,9+,11-/m1/s1	Almecillin	(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-prop-2-enylsulfanylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	C=CCSCC(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	71365.0	R6_adenot_2004:135			BBB-	C	training
InChI=1S/C13H18N4O3/c1-9(18)6-4-5-7-17-12(19)10-11(14-8-15(10)2)16(3)13(17)20/h8H,4-7H2,1-3H3	Pentoxifylline	3,7-dimethyl-1-(5-oxohexyl)purine-2,6-dione	CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	4740.0	R14_ghose_2012:760			BBB-	C	training
InChI=1S/C13H18N4O3S/c1-16(2)9-10-3-4-12(20-10)21-8-7-15-13-11(17(18)19)5-6-14-13/h3-6,14-15H,7-9H2,1-2H3	Bbcpd17		CN(C)Cc1ccc(SCCNc2[nH]ccc2[N+](=O)[O-])o1		R3_abraham_2006:313|R41_toropov_2017:279	-1.12	B	BBB-	A	training
InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)	Ibuprofen|15687-27-1|Lbuprofen	2-[4-(2-methylpropyl)phenyl]propanoic acid	CC(C)Cc1ccc(C(C)C(=O)O)cc1	3672.0	R3_abraham_2006:183|R4_mente_2005:25|R5_guerra_2008:55|R12_garg_2006:89|R17_fu_2008:34|R21_muehlbacher_2011:86|R23_gupta_2019:112|R25_brito_sanchez_2015:254|R26_chico_2009:215|R28_li_2005:22|R31_carpenter_2014:7|R40_vilar_2010:127|R41_toropov_2017:169|R42_ciura_2020:21|R46_mendoza_valencia_2017:229|R47_radchenko_2020:155|R49_norinder_2002:107|R49_norinder_2002:119|R50_sobanska_2019:18|R51_doninger_2002:70	-0.18	B1	BBB+	A	training
InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m1/s1	(R)-(-)-Ibuprofen	(2R)-2-[4-(2-methylpropyl)phenyl]propanoic acid	CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1	114864.0	R48_hou_2003:6	-0.18	A	BBB+	A	training
InChI=1S/C13H18O7/c14-5-7-3-1-2-4-8(7)19-13-12(18)11(17)10(16)9(6-15)20-13/h1-4,9-18H,5-6H2/t9-,10-,11+,12-,13-/m1/s1	Salicin	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[2-(hydroxymethyl)phenoxy]oxane-3,4,5-triol	OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	439503.0	R6_adenot_2004:1318			BBB+	C	training
InChI=1S/C13H19N5/c1-10(13(2,3)4)17-12(16-9-14)18-11-5-7-15-8-6-11/h5-8,10H,1-4H3,(H2,15,16,17,18)	Pinacidil	1-cyano-2-(3,3-dimethylbutan-2-yl)-3-pyridin-4-ylguanidine	CC(/N=C(\NC#N)Nc1ccncc1)C(C)(C)C	4826.0	R14_ghose_2012:773|R23_gupta_2019:837			BBB-	C	training
InChI=1S/C13H19NO2/c1-2-3-8-14-9-11-10-15-12-6-4-5-7-13(12)16-11/h4-7,11,14H,2-3,8-10H2,1H3	Butamoxane	N-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)butan-1-amine	CCCCNCC1COc2ccccc2O1	20504.0	R6_adenot_2004:1426			BBB+	C	training
InChI=1S/C13H19NO2/c1-9-4-3-5-12(10(9)2)16-13-6-7-14-8-11(13)15/h3-5,11,13-15H,6-8H2,1-2H3/t11-,13+/m1/s1	Ifoxetine	(3R,4S)-4-(2,3-dimethylphenoxy)piperidin-3-ol	Cc1cccc(O[C@H]2CCNC[C@H]2O)c1C	71971.0	R6_adenot_2004:558			BBB+	C	training
InChI=1S/C13H19NO3/c1-2-15-12-5-3-4-6-13(12)17-10-11-9-14-7-8-16-11/h3-6,11,14H,2,7-10H2,1H3	Viloxazine	2-[(2-ethoxyphenoxy)methyl]morpholine	CCOc1ccccc1OCC1CNCCO1	5666.0	R6_adenot_2004:633|R14_ghose_2012:270|R23_gupta_2019:264			BBB+	C	training
InChI=1S/C13H19NO4S/c1-3-9-14(10-4-2)19(17,18)12-7-5-11(6-8-12)13(15)16/h5-8H,3-4,9-10H2,1-2H3,(H,15,16)	Probenecid	4-(dipropylsulfamoyl)benzoic acid	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1	4911.0	R7_andres_2006:142|R14_ghose_2012:793|R23_gupta_2019:858|R25_brito_sanchez_2015:512|R28_li_2005:225|R29_subramanian_2003:137|R46_mendoza_valencia_2017:429|R51_doninger_2002:117	-0.4	B	BBB+	A	training
InChI=1S/C13H20ClN3O/c1-3-17(4-2)8-7-16-13(18)10-5-6-12(15)11(14)9-10/h5-6,9H,3-4,7-8,15H2,1-2H3,(H,16,18)	Declopramide	4-amino-3-chloro-N-[2-(diethylamino)ethyl]benzamide	CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1	70177.0	R26_chico_2009:146	0.14	A	BBB+	A	training
InChI=1S/C13H20N2O2/c1-3-15(4-2)9-10-17-13(16)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3	Procaine	2-(diethylamino)ethyl 4-aminobenzoate	CCN(CC)CCOC(=O)c1ccc(N)cc1	4914.0	R3_abraham_2006:236|R21_muehlbacher_2011:114|R25_brito_sanchez_2015:364|R26_chico_2009:327|R40_vilar_2010:216|R41_toropov_2017:212|R46_mendoza_valencia_2017:318|R47_radchenko_2020:197|R51_doninger_2002:293	0.05	B	BBB+	A	training
InChI=1S/C13H20N2O2/c16-11-13(17)10-14-6-8-15(9-7-14)12-4-2-1-3-5-12/h1-5,13,16-17H,6-11H2/t13-/m0/s1	Levodropropizine	(2S)-3-(4-phenylpiperazin-1-yl)propane-1,2-diol	OC[C@@H](O)CN1CCN(c2ccccc2)CC1	65859.0	R14_ghose_2012:654			BBB-	C	test
InChI=1S/C13H20N2O3S/c1-3-18-11(16)9-10-14(2)12(17)13(19-10)15-7-5-4-6-8-15/h9,13H,3-8H2,1-2H3	Etozolin|Ethyl 2-(3-Methyl-4-Oxo-5-Piperidin-1-Yl-1,3-Thiazolidin-2-Ylidene)Acetate	ethyl 2-(3-methyl-4-oxo-5-piperidin-1-yl-1,3-thiazolidin-2-ylidene)acetate	CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C	6304.0	R14_ghose_2012:546			BBB-	C	test
InChI=1S/C13H20N2O3S/c1-3-18-11(16)9-10-14(2)12(17)13(19-10)15-7-5-4-6-8-15/h9,13H,3-8H2,1-2H3/b10-9-	Etozoline|Etozolin	ethyl (2Z)-2-(3-methyl-4-oxo-5-piperidin-1-yl-1,3-thiazolidin-2-ylidene)acetate	CCOC(=O)/C=C1\SC(N2CCCCC2)C(=O)N1C	5743585.0	R23_gupta_2019:587			BBB-	C	test
InChI=1S/C13H21N3/c1-2-5-16-6-3-4-10-7-12-11(8-13(10)16)9-14-15-12/h9-10,13H,2-8H2,1H3,(H,14,15)/t10-,13-/m1/s1	Quinpirole	(4aR,8aR)-5-propyl-1,4,4a,6,7,8,8a,9-octahydropyrazolo[3,4-g]quinoline	CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21	54562.0	R7_andres_2006:147|R29_subramanian_2003:144			BBB+	C	training
InChI=1S/C13H21N3O/c1-3-16(4-2)10-9-15-13(17)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3,(H,15,17)	Procainamide Hydrochloride|Procainamide	4-amino-N-[2-(diethylamino)ethyl]benzamide	CCN(CC)CCNC(=O)c1ccc(N)cc1	4913.0	R14_ghose_2012:795			BBB-	C	training
