inchi_parent,record_id,smiles_resolved,cid,iupac_name,names_resolved,logBB_resolved,logBB_resolution_comment,BBB+/BBB-_resolved,BBB+/BBB-_resolution_comment
"InChI=1S/C17H30N2O7/c1-4-5-6-8-7-9(20)17(23)16(24-8)25-15-13(22)10(18-2)12(21)11(19-3)14(15)26-17/h8,10-16,18-19,21-23H,4-7H2,1-3H3/t8-,10-,11+,12+,13+,14-,15-,16+,17+/m1/s1",R6_adenot_2004:132,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,55886.0,"(1R,3S,5R,8R,10R,11S,12S,13R,14S)-5-butyl-8,12,14-trihydroxy-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one",Trospectomycin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C17H32NO2/c1-5-7-13(8-6-2)17(19)20-16-11-14-9-10-15(12-16)18(14,3)4/h13-16H,5-12H2,1-4H3/q+1",R14_ghose_2012:357,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,4157.0,"(8,8-dimethyl-8-azoniabicyclo[3.2.1]octan-3-yl) 2-propylpentanoate","Anisotropine|8,8-Dimethyl-3-[(2-Propylpentanoyl)Oxy]-8-Azoniabicyclo[3.2.1]Octane",,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C17H35N5O6/c1-7(19)9-5-4-8(20)17(27-9)28-15-11(21)13(24)16(26-3)12(14(15)25)22(2)10(23)6-18/h7-9,11-17,24-25H,4-6,18-21H2,1-3H3/t7-,8+,9-,11-,12-,13-,14+,15+,16+,17+/m0/s1",R6_adenot_2004:112,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,5284517.0,"2-amino-N-[(1S,2R,3R,4S,5S,6R)-4-amino-3-[(2R,3R,6S)-3-amino-6-[(1S)-1-aminoethyl]oxan-2-yl]oxy-2,5-dihydroxy-6-methoxycyclohexyl]-N-methylacetamide",Astromicin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C17H9Cl3N4O2/c18-10-3-1-9(2-4-10)12(7-21)16-13(19)5-11(6-14(16)20)24-17(26)23-15(25)8-22-24/h1-6,8,12H,(H,23,25,26)",R25_brito_sanchez_2015:209|R46_mendoza_valencia_2017:193,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,456389.0,"2-(4-chlorophenyl)-2-[2,6-dichloro-4-(3,5-dioxo-1,2,4-triazin-2-yl)phenyl]acetonitrile",Diclazuril,-1.3,LogBB group B,BBB-,BBB+/BBB- group A
"InChI=1S/C18H12N2O2/c1-19-17(11-13-3-7-15(21)8-4-13)18(20-2)12-14-5-9-16(22)10-6-14/h3-12,21-22H/b17-11-,18-12-",R6_adenot_2004:280,[C-]#[N+]C(=C\c1ccc(O)cc1)/C(=C/c1ccc(O)cc1)[N+]#[C-],5378293.0,"4-[(1Z,3Z)-4-(4-hydroxyphenyl)-2,3-diisocyanobuta-1,3-dienyl]phenol",Xantocillin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H13Cl2N3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3",R6_adenot_2004:692,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,68790.0,"8-chloro-6-(2-chlorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine",Climazolam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H13Cl2N3O2/c19-11-5-6-15-13(9-11)17(12-3-1-2-4-14(12)20)21-7-8-23(15)18-22-16(24)10-25-18/h1-6,9H,7-8,10H2",R6_adenot_2004:745,O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1,3052777.0,"2-[7-chloro-5-(2-chlorophenyl)-2,3-dihydro-1,4-benzodiazepin-1-yl]-1,3-oxazol-4-one",Reclazepam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H13Cl4N3O/c19-13-2-1-12(16(21)7-13)10-26-24-18(9-25-6-5-23-11-25)15-4-3-14(20)8-17(15)22/h1-8,11H,9-10H2/b24-18+",R23_gupta_2019:804,Clc1ccc(CO/N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,5361463.0,"(E)-1-(2,4-dichlorophenyl)-N-[(2,4-dichlorophenyl)methoxy]-2-imidazol-1-ylethanimine","Oxiconazole|1-(2,4-Dichlorophenyl)-N-[(2,4-Dichlorophenyl)Methoxy]-2-(1-Imidazolyl)Ethanimine",,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H13ClFN3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3",R3_abraham_2006:198|R3_abraham_2006:199|R3_abraham_2006:200|R4_mente_2005:60|R5_guerra_2008:68|R6_adenot_2004:730|R12_garg_2006:113|R14_ghose_2012:152|R17_fu_2008:42|R21_muehlbacher_2011:101|R25_brito_sanchez_2015:300|R26_chico_2009:271|R28_li_2005:30|R37_chen_2011:51|R40_vilar_2010:150|R41_toropov_2017:182|R44_bujak_2015:41|R46_mendoza_valencia_2017:267|R47_radchenko_2020:168|R48_hou_2003:18|R49_norinder_2002:95|R49_norinder_2002:131|R50_sobanska_2019:31|R51_doninger_2002:256,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,4192.0,"8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine",Midazolam|59467-70-8|Midazolam Maleate,0.37894736842105264,LogBB group B1,BBB+,BBB+/BBB- group A
"InChI=1S/C18H13ClFN3O/c1-10-21-9-16-18(24)22-17(12-4-2-3-5-14(12)20)13-8-11(19)6-7-15(13)23(10)16/h2-9,18,24H,1H3",R3_abraham_2006:105|R4_mente_2005:48|R5_guerra_2008:10|R12_garg_2006:13|R21_muehlbacher_2011:292|R25_brito_sanchez_2015:91|R26_chico_2009:11|R28_li_2005:63|R39_shayanfar_2011:9|R40_vilar_2010:12|R41_toropov_2017:100|R44_bujak_2015:89|R47_radchenko_2020:87,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,124449.0,"8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepin-4-ol",4-Hydroxymidazolam|59468-85-8,,Failed to categorise LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H13ClFN3O/c1-10-21-9-16-18(24)22-17(12-4-2-3-5-14(12)20)13-8-11(19)6-7-15(13)23(10)16/h2-9,18,24H,1H3/t18-/m1/s1",R46_mendoza_valencia_2017:89,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@@H]2O,25745047.0,"(4R)-8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepin-4-ol","(4R)-8-Chloro-6-(2-Fluorophenyl)-1-Methyl-4H-Imidazo[1,5-A][1,4]Benzodiazepin-4-Ol",-0.03,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C18H13ClFN3O/c19-11-5-6-16-14(7-11)18(13-3-1-2-4-15(13)20)22-9-12-8-21-17(10-24)23(12)16/h1-8,24H,9-10H2",R3_abraham_2006:102|R4_mente_2005:47|R5_guerra_2008:3|R21_muehlbacher_2011:285|R26_chico_2009:4|R28_li_2005:55|R39_shayanfar_2011:3|R40_vilar_2010:6|R41_toropov_2017:97|R44_bujak_2015:86|R47_radchenko_2020:84,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,107917.0,"[8-chloro-6-(2-fluorophenyl)-4H-imidazo[1,5-a][1,4]benzodiazepin-1-yl]methanol",1-Hydroxymidazolam|59468-90-5,-0.07400000000000001,LogBB group B1,BBB+,BBB+/BBB- group A
"InChI=1S/C18H13ClFN3O2/c19-11-6-7-15-13(10-11)16(12-4-1-2-5-14(12)20)22-17(24)18(25)23(15)9-3-8-21/h1-2,4-7,10,17,24H,3,9H2",R6_adenot_2004:690|R14_ghose_2012:48|R23_gupta_2019:47,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,3033621.0,"3-[7-chloro-5-(2-fluorophenyl)-3-hydroxy-2-oxo-3H-1,4-benzodiazepin-1-yl]propanenitrile",Cinolazepam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H13ClN2O/c1-2-10-21-16-9-8-14(19)11-15(16)18(20-12-17(21)22)13-6-4-3-5-7-13/h1,3-9,11H,10,12H2",R6_adenot_2004:739,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,40391.0,"7-chloro-5-phenyl-1-prop-2-ynyl-3H-1,4-benzodiazepin-2-one",Pinazepam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H14Cl2N2/c19-14-9-13-6-5-12-3-1-2-4-15(12)18(17(13)16(20)10-14)22-8-7-21-11-22/h1-4,7-11,18H,5-6H2",R23_gupta_2019:544,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,72051.0,"1-(4,6-dichloro-2-tricyclo[9.4.0.03,8]pentadeca-1(15),3(8),4,6,11,13-hexaenyl)imidazole",Eberconazole,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2",R6_adenot_2004:670|R51_doninger_2002:93,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,4189.0,"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole",Miconazole,,No LogBB values,,No BBB class assigned
"InChI=1S/C18H14ClFN2O3/c1-2-25-18(24)16-17(23)21-14-8-7-10(19)9-12(14)15(22-16)11-5-3-4-6-13(11)20/h3-9,16H,2H2,1H3,(H,21,23)",R6_adenot_2004:720,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,3299.0,"ethyl 7-chloro-5-(2-fluorophenyl)-2-oxo-1,3-dihydro-1,4-benzodiazepine-3-carboxylate",Ethyl-Loflazepate|Ethyl Loflazepate,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H14F4N2O4S/c1-17(26,10-29(27,28)14-6-3-12(19)4-7-14)16(25)24-13-5-2-11(9-23)15(8-13)18(20,21)22/h2-8,26H,10H2,1H3,(H,24,25)",R14_ghose_2012:397|R23_gupta_2019:393,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,2375.0,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide,Bicalutamide,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,23H,(H,19,22)(H,24,25)/b21-20+",R7_andres_2006:159|R14_ghose_2012:864|R25_brito_sanchez_2015:387|R29_subramanian_2003:156|R34_broccatelli_2012:86|R46_mendoza_valencia_2017:332|R51_doninger_2002:129|R53_friden_2009:35,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,5339.0,2-hydroxy-5-[[4-(pyridin-2-ylsulfamoyl)phenyl]diazenyl]benzoic acid,Sulfasalazine|Sulphasalazine,-2.6933333333333334,LogBB group B,BBB-,BBB+/BBB- group A
"InChI=1S/C18H15Cl2N3O/c1-2-9-24-23-17-11-21-18(13-5-3-4-6-15(13)20)14-10-12(19)7-8-16(14)22-17/h2-8,10H,1,9,11H2,(H,22,23)",R6_adenot_2004:757,C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,34274.0,"7-chloro-5-(2-chlorophenyl)-N-prop-2-enoxy-3H-1,4-benzodiazepin-2-amine",Uldazepam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H15Cl2N5O5S3/c1-7-22-23-18(33-7)32-6-8-5-31-16-12(15(28)25(16)13(8)17(29)30)21-11(26)4-24-2-9(19)14(27)10(20)3-24/h2-3,12,16H,4-6H2,1H3,(H,21,26)(H,29,30)/t12-,16-/m1/s1",R6_adenot_2004:164,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,71736.0,"(6R,7R)-7-[[2-(3,5-dichloro-4-oxopyridin-1-yl)acetyl]amino]-3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",Cefazedone,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H15Cl3N2O/c19-14-3-1-13(2-4-14)11-24-18(10-23-8-7-22-12-23)16-6-5-15(20)9-17(16)21/h1-9,12,18H,10-11H2",R23_gupta_2019:547|R51_doninger_2002:46,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3198.0,"1-[2-[(4-chlorophenyl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole",Econazole,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H15Cl3N2S/c19-14-3-1-13(2-4-14)11-24-18(10-23-8-7-22-12-23)16-6-5-15(20)9-17(16)21/h1-9,12,18H,10-11H2",R23_gupta_2019:1084,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,5318.0,"1-[2-[(4-chlorophenyl)methylsulfanyl]-2-(2,4-dichlorophenyl)ethyl]imidazole",Sulconazole Nitrate|Sulconazole,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H15ClFN3O/c1-18(24)22-10-12-9-21-17(13-4-2-3-5-15(13)20)14-8-11(19)6-7-16(14)23(12)18/h2-8,10,22,24H,9H2,1H3",R46_mendoza_valencia_2017:55,CC1(O)NC=C2CN=C(c3ccccc3F)c3cc(Cl)ccc3N21,14205604.0,"8-chloro-6-(2-fluorophenyl)-1-methyl-2,4-dihydroimidazo[1,5-a][1,4]benzodiazepin-1-ol",,-0.07,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C18H15ClN2O2S/c1-12-3-4-14(10-20-12)18-17(9-15(19)11-21-18)13-5-7-16(8-6-13)24(2,22)23/h3-11H,1-2H3",R14_ghose_2012:545|R23_gupta_2019:586,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,123619.0,5-chloro-2-(6-methylpyridin-3-yl)-3-(4-methylsulfonylphenyl)pyridine,Etoricoxib,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H15ClN2O6S2/c1-9-5-13-14(26-8-25-13)7-11(9)6-12(22)17-15(3-4-28-17)29(23,24)21-18-16(19)10(2)20-27-18/h3-5,7,21H,6,8H2,1-2H3",R23_gupta_2019:912,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,216235.0,"N-(4-chloro-3-methyl-1,2-oxazol-5-yl)-2-[2-(6-methyl-1,3-benzodioxol-5-yl)acetyl]thiophene-3-sulfonamide",Sitaxentan,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H15NO3/c20-16(21)12-11-15-19-17(13-7-3-1-4-8-13)18(22-15)14-9-5-2-6-10-14/h1-10H,11-12H2,(H,20,21)",R14_ghose_2012:744|R23_gupta_2019:175|R51_doninger_2002:102,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,4614.0,"3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",Oxaprozin,,No LogBB values,BBB-,BBB+/BBB- group D
"InChI=1S/C18H16Cl2N2O2/c1-11-10-24-18(13-4-2-3-5-15(13)20)14-8-12(19)6-7-16(14)21-17(23)9-22(11)18/h2-8,11H,9-10H2,1H3,(H,21,23)",R6_adenot_2004:729,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,4177.0,"10-chloro-11b-(2-chlorophenyl)-3-methyl-2,3,5,7-tetrahydro-[1,3]oxazolo[3,2-d][1,4]benzodiazepin-6-one",Mexazolam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H16ClFN2O3/c19-11-5-6-16-14(7-11)18(13-3-1-2-4-15(13)20)21-8-17(25)22(16)9-12(24)10-23/h1-7,12,23-24H,8-10H2",R6_adenot_2004:743,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,3050433.0,"7-chloro-1-(2,3-dihydroxypropyl)-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one",Proflazepam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H16N2O/c1-10-15-9-20(3)7-6-13(15)11(2)18-17(10)14-8-12(21)4-5-16(14)19-18/h4-9,21H,1-3H3/p+1",R23_gupta_2019:1056,Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12,42723.0,"2,5,11-trimethyl-6H-pyrido[4,3-b]carbazol-2-ium-9-ol",Elliptinium Acetate|Elliptinium,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H16N2O/c19-12-13-4-3-7-17(10-13)20-18(21)16-9-8-14-5-1-2-6-15(14)11-16/h1-11H,12,19H2,(H,20,21)",R47_radchenko_2020:466,NCc1cccc(NC(=O)c2ccc3ccccc3c2)c1,16777599.0,N-[3-(aminomethyl)phenyl]naphthalene-2-carboxamide,11|N-[3-(Aminomethyl)Phenyl]Naphthalene-2-Carboxamide,0.74,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C18H16N2O3/c1-2-20-11-15(18(22)23)16(21)14-9-8-13(19-17(14)20)10-12-6-4-3-5-7-12/h3-9,11H,2,10H2,1H3,(H,22,23)",R6_adenot_2004:1314,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,2137.0,"7-benzyl-1-ethyl-4-oxo-1,8-naphthyridine-3-carboxylic acid",Amfonelic-Acid|Amfonelic Acid,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H16N4O6S/c1-18(2)12(17(27)28)22-14(24)11(15(22)29-18)21-13(23)9-10(16(25)26)20-8-6-4-3-5-7(8)19-9/h3-6,11-12,15H,1-2H3,(H,21,23)(H,25,26)(H,27,28)/t11-,12+,15-/m1/s1",R6_adenot_2004:260,CC1(C)S[C@@H]2[C@H](NC(=O)c3nc4ccccc4nc3C(=O)O)C(=O)N2[C@H]1C(=O)O,92894.0,"(2S,5R,6R)-6-[(3-carboxyquinoxaline-2-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",Quinacillin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H16O3/c1-12(2)21-14-8-9-15-17(10-14)20-11-16(18(15)19)13-6-4-3-5-7-13/h3-12H,1-2H3",R14_ghose_2012:627,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,3747.0,3-phenyl-7-propan-2-yloxychromen-4-one,Ipriflavone,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H16O3/c1-2-13(12-8-4-3-5-9-12)16-17(19)14-10-6-7-11-15(14)21-18(16)20/h3-11,13,19H,2H2,1H3",R14_ghose_2012:769,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,54680692.0,4-hydroxy-3-(1-phenylpropyl)chromen-2-one,Phenprocoumon,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C18H17Cl2N3O2S/c19-13-2-1-3-14(12-13)26(24,25)23-9-6-15-17(23)5-4-16(20)18(15)22-10-7-21-8-11-22/h1-6,9,12,21H,7-8,10-11H2",R26_chico_2009:126,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)c(Cl)ccc21,9822810.0,5-chloro-1-(3-chlorophenyl)sulfonyl-4-piperazin-1-ylindole,Compound-12|5-Chloro-1-(3-Chlorophenyl)Sulfonyl-4-Piperazin-1-Ylindole,0.48,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C18H17Cl2N3O3/c1-23(17(25)10-22-16(24)9-21)15-7-6-11(19)8-13(15)18(26)12-4-2-3-5-14(12)20/h2-8H,9-10,21H2,1H3,(H,22,24)",R6_adenot_2004:1409,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,54760.0,2-amino-N-[2-[4-chloro-2-(2-chlorobenzoyl)-N-methylanilino]-2-oxoethyl]acetamide,Lorzafone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H17ClN2O/c1-20-16-7-6-13(19)10-15(16)18-14-5-3-2-4-12(14)8-9-21(18)11-17(20)22/h2-7,10,18H,8-9,11H2,1H3",R6_adenot_2004:691,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,24107.0,"2-chloro-5-methyl-7,9,10,14b-tetrahydroisoquinolino[2,1-d][1,4]benzodiazepin-6-one",Clazolam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H17ClN2O2/c1-11-7-13-9-16(22-2)17(23-3)10-15(13)18(21-20-11)12-5-4-6-14(19)8-12/h4-6,8-10H,7H2,1-3H3",R6_adenot_2004:713,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2,71257.0,"1-(3-chlorophenyl)-7,8-dimethoxy-4-methyl-5H-2,3-benzodiazepine",Girisopam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H17ClN2O2/c1-12-10-21-11-17(22)20-16-8-7-14(19)9-15(16)18(21,23-12)13-5-3-2-4-6-13/h2-9,12H,10-11H2,1H3,(H,20,22)",R6_adenot_2004:737,CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,4617.0,"10-chloro-2-methyl-11b-phenyl-2,3,5,7-tetrahydro-[1,3]oxazolo[3,2-d][1,4]benzodiazepin-6-one",Oxazolam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H17ClN2O3/c1-2-24-18(23)20-11-10-17(22)21(14-6-4-3-5-7-14)16-12-13(19)8-9-15(16)20/h3-9,12H,2,10-11H2,1H3",R6_adenot_2004:682,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,65803.0,"ethyl 7-chloro-4-oxo-5-phenyl-2,3-dihydro-1,5-benzodiazepine-1-carboxylate",Arfendazam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H17F3N2O3/c19-18(20,21)15-7-3-5-13(11-15)17(14-6-4-9-22-12-14)23-26-10-2-1-8-16(24)25/h3-7,9,11-12H,1-2,8,10H2,(H,24,25)/b23-17+",R23_gupta_2019:885|R25_brito_sanchez_2015:313,O=C(O)CCCCO/N=C(\c1cccnc1)c1cccc(C(F)(F)F)c1,6324661.0,5-[(Z)-[pyridin-3-yl-[3-(trifluoromethyl)phenyl]methylidene]amino]oxypentanoic acid,Ridogrel|5-[[Pyridin-3-Yl-[3-(Trifluoromethyl)Phenyl]Methylidene]Amino]Oxypentanoic Acid,-1.0,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C18H17F3N2O3/c19-18(20,21)15-7-3-5-13(11-15)17(14-6-4-9-22-12-14)23-26-10-2-1-8-16(24)25/h3-7,9,11-12H,1-2,8,10H2,(H,24,25)/b23-17-",R46_mendoza_valencia_2017:276,O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1,5362391.0,5-[(E)-[pyridin-3-yl-[3-(trifluoromethyl)phenyl]methylidene]amino]oxypentanoic acid,Ridogrel,-1.0,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C18H17F3N4O/c1-12-23-16(15(10-22)17(26)25(12)11-18(19,20)21)24-8-6-13-4-2-3-5-14(13)7-9-24/h2-5H,6-9,11H2,1H3",R47_radchenko_2020:428,Cc1nc(N2CCc3ccccc3CC2)c(C#N)c(=O)n1CC(F)(F)F,22004013.0,"2-methyl-6-oxo-4-(1,2,4,5-tetrahydro-3-benzazepin-3-yl)-1-(2,2,2-trifluoroethyl)pyrimidine-5-carbonitrile","47|2-Methyl-6-Oxo-4-(1,2,4,5-Tetrahydro-3-Benzazepin-3-Yl)-1-(2,2,2-Trifluoroethyl)Pyrimidine-5-Carbonitrile",0.6,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C18H17N5O2/c1-10(2)23-13-6-4-3-5-12(13)22-9-19-14(15(22)18(23)24)16-20-17(25-21-16)11-7-8-11/h3-6,9-11H,7-8H2,1-2H3",R6_adenot_2004:738,CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,3033821.0,"3-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)-5-propan-2-ylimidazo[1,5-a]quinoxalin-4-one",Panadiplon,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H17N5O2/c1-11(2)23-21-18(20-22-23)19-17(24)16-12-7-3-5-9-14(12)25-15-10-6-4-8-13(15)16/h3-11,16H,1-2H3,(H,19,21,24)",R47_radchenko_2020:449,CC(C)n1nnc(NC(=O)C2c3ccccc3Oc3ccccc32)n1,9862542.0,N-(2-propan-2-yltetrazol-5-yl)-9H-xanthene-9-carboxamide,"35|9H-Xanthene-9-Carboxamide, N-[2-(1-Methylethyl)-2H-Tetrazol-5-Yl]-",-0.12,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C18H18BrClN2O/c1-22-13(11-23-2)10-21-18(14-5-3-4-6-16(14)20)15-9-12(19)7-8-17(15)22/h3-9,13H,10-11H2,1-2H3",R6_adenot_2004:728|R14_ghose_2012:141,COCC1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C,71272.0,"7-bromo-5-(2-chlorophenyl)-2-(methoxymethyl)-1-methyl-2,3-dihydro-1,4-benzodiazepine",Metaclazepam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H18ClN2O2P/c1-24(2,23)12-21-16-9-8-14(19)10-15(16)18(20-11-17(21)22)13-6-4-3-5-7-13/h3-10H,11-12H2,1-2H3",R6_adenot_2004:711,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,37114.0,"7-chloro-1-(dimethylphosphorylmethyl)-5-phenyl-3H-1,4-benzodiazepin-2-one",Fosazepam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",R6_adenot_2004:1172|R14_ghose_2012:129|R23_gupta_2019:128|R25_brito_sanchez_2015:503|R26_chico_2009:251|R46_mendoza_valencia_2017:421,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3964.0,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine",Loxapine,0.8,LogBB group B,BBB+,BBB+/BBB- group A
