drugbank_id,chembl_id,name,groups,BBB_class,bbb_prob
DB02838,CHEMBL18591,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",['experimental'],+,0.979
DB02839,CHEMBL328910,"2,4-Dihydroxybenzoic Acid",['experimental'],+,0.666
DB02840,CHEMBL178130,"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",['experimental'],-,0.7482
DB02841,CHEMBL1234635,[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid,['experimental'],-,0.7913
DB02842,CHEMBL287038,9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide,['experimental'],+,0.9152
DB02843,,alpha-D-glucose-1-phosphate,['experimental'],+,0.8276
DB02844,,"S-Adenosyl-1,8-Diamino-3-Thiooctane",['experimental'],+,0.8125
DB02845,,Methylphosphinic Acid,['experimental'],+,0.9274
DB02846,CHEMBL1235440,L-thioproline,['experimental'],+,0.8638
DB02847,,"(2s,3r)-1-Amino-2-Methylbutane-2,3-Diol",['experimental'],+,0.5192
DB02848,CHEMBL123678,"{4-[3-(6,7-Diethoxy-Quinazolin-4-Ylamino)-Phenyl]-Thiazol-2-Yl}-Methanol",['experimental'],+,0.5
DB02849,,N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate,['experimental'],-,0.9405
DB02850,CHEMBL1230604,DAS869,['experimental'],-,0.5331
DB02851,,Thiocamphor,['experimental'],+,0.9853
DB02852,CHEMBL1232313,Domoic Acid,['experimental'],+,0.5836
DB02853,CHEMBL80257,D-Proline,['experimental'],,
DB02854,CHEMBL85799,Aetiocholanolone,['experimental'],+,0.9818
DB02855,,N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline,['experimental'],-,0.9544
DB02856,CHEMBL1232511,Ethyl N-methylcarbamate,['experimental'],+,0.9921
DB02857,CHEMBL375655,Guanosine,"['experimental', 'investigational']",+,0.943
DB02858,CHEMBL113381,3-(4-Benzenesulfonyl-Thiophene-2-Sulfonylamino)-Phenylboronic Acid,['experimental'],+,0.8641
DB02859,CHEMBL1235782,Soraphen A,['experimental'],-,0.7211
DB02860,CHEMBL430266,Calyculin A,['experimental'],-,0.9771
DB02861,,"4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide",['experimental'],+,0.9482
DB02862,,Gluco-Phenylimidazole,['experimental'],+,0.5133
DB02864,,Biliverdin Ix Gamma Chromophore,['experimental'],-,0.5113
DB02865,,Glucosamine 4-Phosphate,['experimental'],-,0.7803
DB02866,CHEMBL119489,Dansylamide,['experimental'],+,0.955
DB02867,,D-Mannose 1-phosphate,['experimental'],+,0.8276
DB02868,,Deacetoxyvinzolidine,['experimental'],-,0.8722
DB02869,,3-amino-5-phenylpentane,['experimental'],+,0.9759
DB02870,CHEMBL1234871,N-Allylaniline,['experimental'],+,0.9746
DB02871,,3-Butylthiolane 1-Oxide,['experimental'],+,0.977
DB02872,CHEMBL407632,"Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone",['experimental'],+,0.5935
DB02873,CHEMBL94417,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One",['experimental'],+,0.9499
DB02875,CHEMBL92277,CRA_1802,['experimental'],+,0.9637
DB02876,,"3-(4-carbamoyl-1-carboxy-2-methylsulfonyl-buta-1,3-dienylamino)-indolizine-2-carboxylic acid",['experimental'],-,0.6079
DB02877,CHEMBL275311,Arotinoid acid,['experimental'],+,0.9189
DB02878,,3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid,['experimental'],+,0.5541
DB02879,,"2,3-Di-O-Sulfo-Alpha-D-Glucopyranose",['experimental'],+,0.8918
DB02880,CHEMBL38912,N-[(1R)-1-(4-Bromophenyl)ethyl]-5-fluoro-2-hydroxybenzamide,['experimental'],+,0.9668
DB02881,,4-(4-Hydroxy-3-Isopropylphenylthio)-2-Isopropylphenol,['experimental'],+,0.7707
DB02882,,Cyanocinnoline,['experimental'],+,0.9165
DB02883,CHEMBL1232305,"2',3'-Dideoxycytidine-5'-Monophosphate",['experimental'],+,0.9562
DB02884,CHEMBL383208,3-Cyclohexyl-L-alanine,['experimental'],+,0.6307
DB02885,,4-Imino-5-methidyl-2-trifluoromethylpyrimidine,['experimental'],+,0.9018
DB02887,CHEMBL485652,Stavudine triphosphate,['experimental'],+,0.8914
DB02888,,FKB-001,['experimental'],+,0.8969
DB02889,CHEMBL1230193,"4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose",['experimental'],-,0.9723
DB02890,CHEMBL383923,6-hydroxyuridine-5'-phosphate,['experimental'],+,0.7546
DB02891,CHEMBL357021,Tricyclazole,"['experimental', 'investigational']",+,0.9216
DB02892,,L-2-Amino-6-Methylene-Pimelic Acid,['experimental'],-,0.5375
DB02893,CHEMBL1234268,D-Methionine,"['approved', 'experimental', 'investigational']",+,0.8447
DB02894,CHEMBL417656,"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester",['experimental'],+,0.9173
DB02895,,3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol,['experimental'],+,0.975
DB02896,CHEMBL388931,Methylthioinosine,['experimental'],-,0.6699
DB02897,,Acetylphosphate,['experimental'],+,0.9717
DB02898,CHEMBL271591,(5R)-5-{[(2-Amino-3H-purin-6-yl)oxy]methyl}-2-pyrrolidinone,['experimental'],+,0.9665
DB02899,,N-Carboxymethionine,['experimental'],+,0.893
DB02900,CHEMBL402001,alpha-D-mannose 6-phosphate,['experimental'],,
DB02901,CHEMBL27769,Stanolone,"['illicit', 'investigational']",+,0.9818
DB02902,,3'-phospho-5'-adenylyl sulfate,['experimental'],+,0.8264
DB02903,,"1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane",['experimental'],-,0.8481
DB02904,,Beta-3-Serine,['experimental'],+,0.5625
DB02905,,N7-(5'-Phospho-alpha-ribosyl)-2-hydroxypurine,['experimental'],+,0.9121
DB02906,,"(2s,4s)-Alpha-Campholinic Acid",['experimental'],+,0.879
DB02907,,2-Amino-Vinyl-Phosphate,['experimental'],+,0.7061
DB02908,CHEMBL148732,RU78783,['experimental'],+,0.9402
DB02909,CHEMBL200238,5-(2-Chlorophenyl)Furan-2-Carboxylic Acid,['experimental'],+,0.9723
DB02910,,Octanoyl-Coenzyme A,['experimental'],-,0.8345
DB02911,,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",['experimental'],+,0.8866
DB02912,,Propanoyl-CoA,['experimental'],-,0.8635
DB02914,,Anhydrovitamin A,['experimental'],+,0.9664
DB02915,CHEMBL48109,"4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",['experimental'],+,0.9081
DB02916,CHEMBL471144,"[(2r,3s,4r,5r)-5-(6-Amino-9h-Purin-9-Yl)-3,4-Dihydroxytetrahydro-2-Furanyl]Methyl Sulfamate",['experimental'],+,0.7801
DB02917,,N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide,['experimental'],+,0.7414
DB02918,CHEMBL313842,Zardaverine,['experimental'],+,0.9796
DB02919,CHEMBL32190,"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",['experimental'],+,0.916
DB02920,,Zn(Ii)-(20-Oxo-Protoporphyrin Ix),['experimental'],-,0.5231
DB02921,,(South)-Methanocarba-Thymidine,['experimental'],-,0.6291
DB02922,CHEMBL84242,Hexafluoroacetone Hydrate,['experimental'],+,0.9633
DB02923,,"Biphenyl-2,3-Diol",['experimental'],+,0.543
DB02924,,"(4R)-limonene 1α,2α-epoxide",['experimental'],+,0.9626
DB02925,CHEMBL349803,Piretanide,['approved'],+,0.6318
DB02927,,"Mixed Carbamic Phosphoric Acid Anhydride of 7,8-Diaminononanic Acid",['experimental'],+,0.7852
DB02928,,3-Amino-6-Hydroxy-Tyrosine,['experimental'],-,0.8695
DB02929,CHEMBL1233797,K201 free base,"['experimental', 'investigational']",+,0.9954
DB02930,CHEMBL131890,Adenosine 5'-[gamma-thio]triphosphate,['experimental'],+,0.8388
DB02931,,CoA-s-acetyl tryptamine,['experimental'],-,0.8639
DB02932,CHEMBL63560,(R)-Bicalutamide,['experimental'],+,0.859
DB02933,CHEMBL551561,5'-Deoxy-5'-(Methylthio)-Tubercidin,['experimental'],+,0.8637
DB02934,CHEMBL1236184,9-(6-deoxy-alpha-L-talofuranosyl)-6-methylpurine,['experimental'],-,0.5158
DB02935,CHEMBL1234162,Diglyme,['experimental'],+,0.9707
DB02936,CHEMBL356752,4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid,['experimental'],+,0.5119
DB02937,,"Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate",['experimental'],+,0.8582
DB02938,CHEMBL320358,Heptanoic acid,"['experimental', 'investigational']",+,0.9488
DB02940,,"(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid",['experimental'],+,0.6654
DB02941,,3-(1-Aminoethyl)Nonanedioic Acid,['experimental'],+,0.8589
DB02942,,"Inositol 1,3-Bisphosphate",['experimental'],+,0.8479
DB02943,,N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine,['experimental'],-,0.6933
DB02945,,alpha-L-iduronic acid,['experimental'],+,0.5892
DB02946,CHEMBL147792,Carpropamide,['experimental'],+,0.9962
DB02947,CHEMBL1229920,2-Fluoro-2'-Deoxyadenosine,['experimental'],+,0.9566
DB02948,CHEMBL203125,Fosmidomycin,"['experimental', 'investigational']",+,0.9098
DB02949,,2-Acetyl-Protoporphyrin Ix,['experimental'],-,0.599
DB02950,,Hymenialdisine,['experimental'],+,0.9152
DB02951,,3-Hydroxypyruvic Acid,['experimental'],+,0.8537
DB02952,CHEMBL1230906,2-aminoisobutyric acid,['experimental'],+,0.6572
DB02953,CHEMBL90403,2-Thiomethyl-3-Phenylpropanoic Acid,['experimental'],+,0.9056
DB02954,,(Carboxyhydroxyamino)Ethanoic Acid,['experimental'],+,0.877
DB02955,CHEMBL3186422,Ricinoleic acid,['experimental'],+,0.8153
DB02956,,Pentasulfide-Sulfur,['experimental'],+,0.9781
DB02957,CHEMBL1207358,Orotidylic acid,['experimental'],+,0.7209
DB02958,,Selenomethionine Selenoxide,['experimental'],+,0.7801
DB02959,CHEMBL350221,Oxitriptan,"['approved', 'investigational', 'nutraceutical']",+,0.8916
DB02960,,1-Carboxyethylaminomethyl-4-Aminomethylbenzene,['experimental'],+,0.5726
DB02961,,Rhamnose,['experimental'],+,0.6505
DB02962,CHEMBL306226,Benzimidazole,"['experimental', 'investigational']",+,0.9786
DB02963,,"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine",['experimental'],+,0.8867
DB02964,CHEMBL489798,"8,9,10-Trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",['experimental'],-,0.7436
DB02965,,Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine,['experimental'],+,0.5693
DB02966,CHEMBL123132,Fluoro-Willardiine,['experimental'],-,0.7553
DB02967,CHEMBL8211,N-Ethylmaleimide,['experimental'],+,0.999
DB02968,,Penicillin G Acyl-Serine,['experimental'],-,0.8284
DB02969,CHEMBL1236482,5-(2-hydroxyethyl)-4-methylthiazole,['experimental'],+,0.9877
DB02970,,2-Propyl-Aniline,['experimental'],+,0.9807
DB02971,,2-Amino-4-(2-Amino-Ethoxy)-Butyric Acid,['experimental'],-,0.6755
DB02972,CHEMBL1178595,1-Benzyl-(R)-Propylamine,['experimental'],+,0.9326
DB02973,,4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide,['experimental'],-,0.536
DB02974,CHEMBL1231913,4-(4-Chlorophenyl)Imidazole,['experimental'],+,0.9817
DB02975,CHEMBL1766417,GE-2270A,['experimental'],-,0.9933
DB02976,,Uridine-5'-diphosphate-2-deoxy-2-fluorogalactose,['experimental'],,
DB02977,,PNU177836,['experimental'],-,0.8847
DB02978,,Beta-Hydroxyleucine,['experimental'],-,0.6588
DB02979,,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",['experimental'],+,0.8832
DB02980,,Thymidine-5'-(dithio)phosphate,['experimental'],+,0.6648
DB02981,,Vitamin B6 Complexed with 2-Amino-Hexanoic Acid,['experimental'],-,0.944
DB02982,,Bombykol,['experimental'],+,0.9435
DB02983,,Para-Mercury-Benzenesulfonic Acid,['experimental'],+,0.9601
DB02984,CHEMBL29641,"4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline",['experimental'],+,0.9551
DB02985,,8-iodo-guanine,['experimental'],+,0.9425
DB02986,,"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide",['experimental'],+,0.9249
DB02987,,Cysteine-S-acetamide,['experimental'],+,0.883
DB02988,,Imino-Tryptophan,['experimental'],+,0.9589
DB02989,CHEMBL62492,CRA_10972,['experimental'],+,0.9316
DB02990,,S-(2-Acetamidoethyl) hexadecanethioate,['experimental'],+,0.9957
DB02991,CHEMBL323542,S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,['experimental'],+,0.964
DB02992,,1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol,['experimental'],-,0.5544
DB02993,CHEMBL175367,8-Methyl-9-Oxoguanine,['experimental'],+,0.952
DB02994,CHEMBL1231644,Cacodylic acid,['experimental'],+,0.9664
DB02995,,Cyclohexylammonium Ion,['experimental'],+,0.9653
DB02996,,2-(Thiomethylene)-4-Methylpentanoic Acid,['experimental'],+,0.945
DB02998,CHEMBL166444,Metribolone,['experimental'],+,0.973
DB02999,CHEMBL279956,Quisqualic acid,['experimental'],+,0.6701
DB03000,,S-9-(2-hydroxypropyl)adenine,['experimental'],,
DB03001,CHEMBL1980535,Peridinin,['experimental'],+,0.6233
DB03002,CHEMBL56475,p-Iodophenol,['experimental'],+,0.9353
DB03003,,Glutathione sulfonic acid,['experimental'],+,0.6322
DB03004,,"(2S)-2-amino-6-[[(3R,4R)-1-[(1S)-1-carboxy-2-[(S)-methylsulfinyl]ethyl]-2-oxo-4-sulfanylazetidin-3-yl]amino]-6-oxohexanoic acid",['experimental'],-,0.8885
DB03005,CHEMBL117651,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",['experimental'],+,0.8987
DB03006,CHEMBL351769,Arsanilic acid,"['experimental', 'vet_approved']",+,0.8643
DB03007,,"9r,13r-Opda",['experimental'],+,0.8933
DB03008,,5-fluoro-beta-L-gulosyl fluoride,['experimental'],+,0.9051
DB03009,CHEMBL360376,2-{[2-Oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1H)-pyrimidinone,['experimental'],+,0.8715
DB03010,CHEMBL94657,Patupilone,"['experimental', 'investigational']",+,0.6791
DB03011,,Adenosine-5'-(Dithio)Phosphate,['experimental'],+,0.8971
DB03012,CHEMBL422668,Phenylalanine-N-Sulfonamide,['experimental'],+,0.7925
DB03013,CHEMBL467754,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine,['experimental'],-,0.9721
DB03015,,"6-hydroxy-1,6-dihydro purine nucleoside",['experimental'],+,0.9196
DB03016,,CRA_1801,['experimental'],+,0.9336
DB03017,CHEMBL108766,Lauric acid,"['approved', 'experimental']",+,0.9488
DB03018,CHEMBL1230039,"3,4-dimethylaniline",['experimental'],+,0.9612
DB03019,,"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",['experimental'],+,0.9279
DB03020,CHEMBL1231859,5-beta-D-ribofuranosylnicotinamide adenine dinucleotide,['experimental'],+,0.7712
DB03021,,Ulapualide A,['experimental'],-,0.855
DB03022,,"3-[2,6,8-Trioxo-9-[(2R,3S,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",['experimental'],,
DB03023,,"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",['experimental'],+,0.868
DB03024,,2-Methyl-3-(2-Aminothiazolo)Propanal,['experimental'],+,0.9905
DB03025,,(S)-oct-1-en-3-ol,['experimental'],+,0.9738
DB03026,CHEMBL371668,Phosphoglycolohydroxamic Acid,['experimental'],+,0.954
DB03028,,1h-Benoximidazole-2-Carboxylic Acid,['experimental'],+,0.9233
DB03030,CHEMBL66526,4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole,['experimental'],+,0.9733
DB03031,,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide,['experimental'],+,0.9456
DB03032,,S-octylglutathione,['experimental'],+,0.6145
DB03033,CHEMBL1234479,4-methoxybenzenesulfinate,['experimental'],+,0.9102
DB03034,CHEMBL420937,D-Levofloxacin,['experimental'],-,0.9659
DB03035,CHEMBL574060,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",['experimental'],-,0.5401
DB03037,,Oxidized Acetyl Dithranol,['experimental'],+,0.7023
DB03038,,LY341770,['experimental'],+,0.7138
DB03039,,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",['experimental'],+,0.9482
DB03040,CHEMBL1234848,Nitrilotriacetic acid,['experimental'],+,0.5294
DB03041,CHEMBL228057,UDP-alpha-D-glucuronic acid,['experimental'],+,0.522
DB03042,,5-Phosphoarabinonic Acid,['experimental'],+,0.8794
DB03043,,"(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid",['experimental'],+,0.9664
DB03044,CHEMBL103667,Doramapimod,['investigational'],+,0.8737
DB03045,,Pantothenyl-Aminoethanol-Acetate Pivalic Acid,['experimental'],-,0.5964
DB03046,CHEMBL321944,7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide,['experimental'],+,0.5918
DB03047,,L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine,['experimental'],+,0.7659
DB03048,CHEMBL593503,6-Carboxymethyluracil,['experimental'],+,0.8989
DB03049,,S-Selanyl Cysteine,['experimental'],+,0.7304
DB03051,,(S)-2-Tetrahydrofuroic acid,['experimental'],+,0.9603
DB03052,CHEMBL267473,Dazoxiben,['experimental'],+,0.8055
DB03053,,1-Aminocyclopropylphosphonate,['experimental'],+,0.7811
DB03054,CHEMBL345248,Bromoform,['experimental'],+,0.9837
DB03056,CHEMBL174391,4-Piperidino-Piperidine,['experimental'],+,0.9589
DB03057,CHEMBL446036,Malonaldehyde,['experimental'],+,0.9901
DB03058,CHEMBL1235999,2-Aminobenzyl alcohol,['experimental'],+,0.9112
DB03059,,Acetoacetyl-CoA,['experimental'],-,0.8246
DB03060,,Sri-9662,['experimental'],+,0.9121
DB03061,,(R)-N-(1-Methyl-Hexyl)-Formamide,['experimental'],+,0.996
DB03062,CHEMBL355497,(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone,['experimental'],+,0.9235
DB03063,,"N-[(2S,3S)-4-[2-[(5S)-3a,4,5,6,7,7a-Hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide",['experimental'],-,0.9048
DB03064,,"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline",['experimental'],+,0.5399
DB03065,,7-Nitroindazole-2-Carboxamidine,['experimental'],+,0.9552
DB03066,CHEMBL358850,D-Lactic acid,['experimental'],+,0.7
DB03067,CHEMBL331057,"4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid",['experimental'],+,0.6068
DB03068,CHEMBL504567,Zebularine,['experimental'],+,0.7864
DB03069,,Cytidine-5'-diphospho-beta-D-xylose,['experimental'],+,0.6795
DB03070,CHEMBL451855,Selenazole-4-carboxyamide-adenine dinucleotide,['experimental'],+,0.8227
DB03071,,4-Methylidene-5-One,['experimental'],+,0.7805
DB03072,CHEMBL401843,"2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone",['experimental'],+,0.9479
DB03073,CHEMBL123978,3-Methoxybenzamide,['experimental'],+,0.984
DB03074,CHEMBL577120,7-cyano-7-deazaguanine,['experimental'],+,0.9775
DB03075,,(Diphosphono)Aminophosphonic Acid,['experimental'],+,0.9373
DB03076,CHEMBL357057,"3-[[(3R,4S,5S,6R)-7-Benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-N-methylbenzamide",['experimental'],-,0.7587
DB03077,,"3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione",['experimental'],-,0.9267
DB03078,CHEMBL148630,PASBN,['experimental'],+,0.9708
DB03079,,Alpha-Ribazole-5'-Phosphate Derivative,['experimental'],+,0.8795
DB03081,CHEMBL1231689,"[N-[N-(4-Methoxy-2,3,6-trimethylphenylsulfonyl)-L-aspartyl]-D-(4-amidino-phenylalanyl)]-piperidine",['experimental'],-,0.894
DB03082,CHEMBL104166,6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide,['experimental'],+,0.9745
DB03083,CHEMBL489156,IC261,['experimental'],+,0.9151
DB03084,CHEMBL252967,"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",['experimental'],+,0.7537
DB03085,CHEMBL252557,Glycolic acid,"['approved', 'investigational']",+,0.651
DB03086,CHEMBL354739,"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide",['experimental'],+,0.8496
DB03087,,2-(Sec-Butyl)Thiazole,['experimental'],+,0.9885
DB03088,CHEMBL397976,Pidolic acid,"['approved', 'investigational']",+,0.9612
DB03090,,Ethylaminobenzylmethylcarbonyl Group,['experimental'],+,0.9325
DB03091,,Isoglutamine,['experimental'],+,0.9372
DB03092,CHEMBL1233349,5-Hydroxymethyl-Chonduritol,['experimental'],-,0.7057
DB03093,CHEMBL324951,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",['experimental'],+,0.9224
DB03094,,"3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On",['experimental'],-,0.6535
DB03095,CHEMBL46486,Tetramethylammonium,['experimental'],+,0.9569
DB03096,CHEMBL214205,2-Morpholinoethylamine,['experimental'],+,0.9516
DB03097,,"PMP-hydroxyisoxazole, pyridoxamine-5-phosphate-hydroxyisoxazole",['experimental'],-,0.569
DB03098,,[Methylseleno]Acetate,['experimental'],+,0.98
DB03099,,5-Amino 6-Nitro Uracil,['experimental'],+,0.8119
DB03100,CHEMBL54277,6-Nitroindazole,['experimental'],+,0.9808
DB03101,CHEMBL603367,Ribose-1-Phosphate,['experimental'],+,0.9149
DB03102,CHEMBL138806,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",['experimental'],-,0.6939
DB03103,CHEMBL259724,Thymidine-5'- Diphosphate,['experimental'],+,0.6582
DB03104,CHEMBL356002,2-[4-[(Z)-2-Acetamido-3-oxo-3-[[(3S)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid,['experimental'],-,0.9122
DB03105,CHEMBL495224,L-Pentahomoserine,['experimental'],+,0.6212
DB03106,CHEMBL468154,scyllo-inositol,['investigational'],-,0.5194
DB03107,CHEMBL297569,beta-Alanine,['experimental'],+,0.7989
DB03108,CHEMBL1160945,4-phospho-D-erythronic acid,['experimental'],,
DB03109,,2-acetylamino-2-deoxy-b-D-allopyranose,['experimental'],,
DB03110,CHEMBL108877,2-Chlorophenol,['experimental'],+,0.9643
DB03111,,Glucosamine 1-Phosphate,['experimental'],-,0.7634
DB03112,,"6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid",['experimental'],+,0.9383
DB03113,,3-Fluoro-2-(Phosphonooxy)Propanoic Acid,['experimental'],+,0.9709
DB03114,CHEMBL24811,PAS219,['experimental'],+,0.9523
DB03115,,"5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide",['experimental'],+,0.8278
DB03116,,5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate,['experimental'],+,0.8083
DB03117,,2-carboxypropyl-coenzyme A,['experimental'],-,0.9105
DB03118,CHEMBL473489,(2Z)-1-(5-Chloro-1H-indol-3-yl)-3-hydroxy-3-(1H-tetrazol-5-yl)-2-propen-1-one,['experimental'],+,0.9143
DB03120,CHEMBL541253,p-Toluenesulfonic acid,['experimental'],+,0.9625
DB03121,CHEMBL148756,(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid,['experimental'],+,0.9693
DB03124,,5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,['experimental'],-,0.7205
DB03125,,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",['experimental'],+,0.9251
DB03126,,Mant-Adp,['experimental'],+,0.5489
DB03127,,Benzamidine,['experimental'],+,0.8661
DB03128,CHEMBL667,Acetylcholine,"['approved', 'investigational']",+,0.9506
DB03129,,"Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium",['experimental'],+,0.8904
DB03130,,S-P-Nitrobenzyloxycarbonylglutathione,['experimental'],+,0.7253
DB03132,CHEMBL1161789,3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid,['experimental'],+,0.9483
DB03133,,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole",['experimental'],+,0.5914
DB03134,,L-2-aminopimelic acid,['experimental'],+,0.635
DB03135,,[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid,['experimental'],+,0.876
DB03136,,4-Iodobenzo[B]Thiophene-2-Carboxamidine,['experimental'],+,0.8985
